0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:54:43 +0530] "GET /TwadWeb/assets/plugins/Font-Awesome/css/font-awesome.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:54:43 +0530] "GET /TwadWeb/library/New_images/bgimg.jpg HTTP/1.1" 404 2620
127.0.0.1 - - [15/Feb/2019:22:56:25 +0530] "POST /TwadService/Services/DashboardService/getCategoryDtl HTTP/1.1" 200 488
127.0.0.1 - - [15/Feb/2019:22:56:25 +0530] "POST /TwadService/Services/DashboardService/getDistrictDtl HTTP/1.1" 200 56
127.0.0.1 - - [15/Feb/2019:22:56:25 +0530] "POST /TwadService/Services/DashboardService/getDivisionDtl HTTP/1.1" 200 39841
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:56:25 +0530] "GET /TwadWeb/formRegister.do HTTP/1.1" 200 35080
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:56:25 +0530] "GET /TwadWeb/assets/css/theme.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:56:25 +0530] "GET /TwadWeb/assets/css/MoneAdmin.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:56:25 +0530] "GET /TwadWeb/assets/plugins/Font-Awesome/css/font-awesome.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:56:25 +0530] "GET /TwadWeb/assets/plugins/validationengine/css/validationEngine.jquery.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:56:25 +0530] "GET /TwadWeb/library/New_images/bgimg.jpg HTTP/1.1" 404 2620
127.0.0.1 - - [15/Feb/2019:22:58:26 +0530] "POST /TwadService/Services/DashboardService/getCategoryDtl HTTP/1.1" 200 488
127.0.0.1 - - [15/Feb/2019:22:58:26 +0530] "POST /TwadService/Services/DashboardService/getDistrictDtl HTTP/1.1" 200 56
127.0.0.1 - - [15/Feb/2019:22:58:26 +0530] "POST /TwadService/Services/DashboardService/getDivisionDtl HTTP/1.1" 200 39841
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:58:26 +0530] "GET /TwadWeb/formRegister.do HTTP/1.1" 200 35148
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:58:26 +0530] "GET /TwadWeb/assets/css/theme.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:58:26 +0530] "GET /TwadWeb/assets/css/MoneAdmin.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:58:26 +0530] "GET /TwadWeb/assets/plugins/Font-Awesome/css/font-awesome.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:58:26 +0530] "GET /TwadWeb/assets/plugins/validationengine/css/validationEngine.jquery.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:58:26 +0530] "GET /TwadWeb/library/New_images/bgimg.jpg HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:59:05 +0530] "GET /TwadWeb/assets/css/MoneAdmin.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:59:05 +0530] "GET /TwadWeb/assets/plugins/validationengine/css/validationEngine.jquery.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:59:05 +0530] "GET /TwadWeb/assets/plugins/Font-Awesome/css/font-awesome.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:22:59:05 +0530] "GET /TwadWeb/assets/css/theme.css HTTP/1.1" 404 2620
127.0.0.1 - - [15/Feb/2019:23:04:35 +0530] "POST /TwadService/Services/DashboardService/getCategoryDtl HTTP/1.1" 200 488
127.0.0.1 - - [15/Feb/2019:23:04:35 +0530] "POST /TwadService/Services/DashboardService/getDistrictDtl HTTP/1.1" 200 56
127.0.0.1 - - [15/Feb/2019:23:04:35 +0530] "POST /TwadService/Services/DashboardService/getDivisionDtl HTTP/1.1" 200 39841
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:04:36 +0530] "GET /TwadWeb/formRegister.do HTTP/1.1" 200 35225
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:04:36 +0530] "GET /TwadWeb/assets/css/theme.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:04:36 +0530] "GET /TwadWeb/assets/css/MoneAdmin.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:04:36 +0530] "GET /TwadWeb/assets/plugins/validationengine/css/validationEngine.jquery.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:04:36 +0530] "GET /TwadWeb/assets/plugins/Font-Awesome/css/font-awesome.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:04:36 +0530] "GET /TwadWeb/library/New_images/bgimg.jpg HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:05:01 +0530] "GET /TwadWeb/assets/css/theme.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:05:01 +0530] "GET /TwadWeb/assets/css/MoneAdmin.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:05:01 +0530] "GET /TwadWeb/assets/plugins/Font-Awesome/css/font-awesome.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:05:01 +0530] "GET /TwadWeb/assets/plugins/validationengine/css/validationEngine.jquery.css HTTP/1.1" 404 2620
127.0.0.1 - - [15/Feb/2019:23:08:05 +0530] "POST /TwadService/Services/DashboardService/getCategoryDtl HTTP/1.1" 200 488
127.0.0.1 - - [15/Feb/2019:23:08:05 +0530] "POST /TwadService/Services/DashboardService/getDistrictDtl HTTP/1.1" 200 56
127.0.0.1 - - [15/Feb/2019:23:08:05 +0530] "POST /TwadService/Services/DashboardService/getDivisionDtl HTTP/1.1" 200 39841
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:08:05 +0530] "GET /TwadWeb/formRegister.do HTTP/1.1" 200 35235
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:08:05 +0530] "GET /TwadWeb/assets/css/theme.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:08:05 +0530] "GET /TwadWeb/assets/css/MoneAdmin.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:08:05 +0530] "GET /TwadWeb/assets/plugins/Font-Awesome/css/font-awesome.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:08:05 +0530] "GET /TwadWeb/assets/plugins/validationengine/css/validationEngine.jquery.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:08:05 +0530] "GET /TwadWeb/library/New_images/bgimg.jpg HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:08:32 +0530] "GET /TwadWeb/assets/css/theme.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:08:32 +0530] "GET /TwadWeb/assets/plugins/validationengine/css/validationEngine.jquery.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:08:32 +0530] "GET /TwadWeb/assets/plugins/Font-Awesome/css/font-awesome.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:08:32 +0530] "GET /TwadWeb/assets/css/MoneAdmin.css HTTP/1.1" 404 2620
127.0.0.1 - - [15/Feb/2019:23:13:14 +0530] "POST /TwadService/Services/DashboardService/getCategoryDtl HTTP/1.1" 200 488
127.0.0.1 - - [15/Feb/2019:23:13:14 +0530] "POST /TwadService/Services/DashboardService/getDistrictDtl HTTP/1.1" 200 56
127.0.0.1 - - [15/Feb/2019:23:13:14 +0530] "POST /TwadService/Services/DashboardService/getDivisionDtl HTTP/1.1" 200 39841
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:13:15 +0530] "GET /TwadWeb/formRegister.do HTTP/1.1" 200 35235
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:13:15 +0530] "GET /TwadWeb/assets/plugins/validationengine/css/validationEngine.jquery.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:13:15 +0530] "GET /TwadWeb/assets/plugins/Font-Awesome/css/font-awesome.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:13:15 +0530] "GET /TwadWeb/assets/css/theme.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:13:15 +0530] "GET /TwadWeb/assets/css/MoneAdmin.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:13:15 +0530] "GET /TwadWeb/library/New_images/bgimg.jpg HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:41:55 +0530] "GET /TwadWeb/index.do HTTP/1.1" 200 13174
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:41:55 +0530] "GET /TwadWeb/library/New_images/bgimg.jpg HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:42:56 +0530] "GET /TwadWeb/index.do HTTP/1.1" 200 13166
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:43:12 +0530] "GET /TwadWeb/checkApplicationStatus.do?appId= HTTP/1.1" 200 9397
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:43:12 +0530] "GET /TwadWeb/assets/css/MoneAdmin.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:43:12 +0530] "GET /TwadWeb/assets/css/theme.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:43:12 +0530] "GET /TwadWeb/assets/plugins/Font-Awesome/css/font-awesome.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:43:12 +0530] "GET /TwadWeb/assets/plugins/validationengine/css/validationEngine.jquery.css HTTP/1.1" 404 2620
127.0.0.1 - - [15/Feb/2019:23:43:29 +0530] "POST /TwadService/Services/DashboardService/getCategoryDtl HTTP/1.1" 200 488
127.0.0.1 - - [15/Feb/2019:23:43:29 +0530] "POST /TwadService/Services/DashboardService/getDistrictDtl HTTP/1.1" 200 56
127.0.0.1 - - [15/Feb/2019:23:43:29 +0530] "POST /TwadService/Services/DashboardService/getDivisionDtl HTTP/1.1" 200 39841
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:43:29 +0530] "GET /TwadWeb/formRegister.do HTTP/1.1" 200 35235
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:43:29 +0530] "GET /TwadWeb/assets/css/theme.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:43:29 +0530] "GET /TwadWeb/assets/css/MoneAdmin.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:43:29 +0530] "GET /TwadWeb/assets/plugins/Font-Awesome/css/font-awesome.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:43:29 +0530] "GET /TwadWeb/assets/plugins/validationengine/css/validationEngine.jquery.css HTTP/1.1" 404 2620
127.0.0.1 - - [15/Feb/2019:23:44:32 +0530] "POST /TwadService/Services/DashboardService/getCategoryDtl HTTP/1.1" 200 488
127.0.0.1 - - [15/Feb/2019:23:44:32 +0530] "POST /TwadService/Services/DashboardService/getDistrictDtl HTTP/1.1" 200 56
127.0.0.1 - - [15/Feb/2019:23:44:32 +0530] "POST /TwadService/Services/DashboardService/getDivisionDtl HTTP/1.1" 200 39841
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:44:32 +0530] "GET /TwadWeb/formRegister.do HTTP/1.1" 200 35151
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:44:32 +0530] "GET /TwadWeb/assets/css/theme.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:44:32 +0530] "GET /TwadWeb/assets/plugins/Font-Awesome/css/font-awesome.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:44:32 +0530] "GET /TwadWeb/assets/plugins/validationengine/css/validationEngine.jquery.css HTTP/1.1" 404 2620
0:0:0:0:0:0:0:1 - - [15/Feb/2019:23:44:32 +0530] "GET /TwadWeb/assets/css/MoneAdmin.css HTTP/1.1" 404 2620
